player,salary,season_end,season_start,team,team_name
Morris Peterson,6212960,2010,2009,NOH,New Orleans Pelicans
James Posey,6031800,2010,2009,NOH,New Orleans Pelicans
Darius Songaila,4526000,2010,2009,NOH,New Orleans Pelicans
Julian Wright,2000040,2010,2009,NOH,New Orleans Pelicans
Darren Collison,1266120,2010,2009,NOH,New Orleans Pelicans
Sean Marks,1187686,2010,2009,NOH,New Orleans Pelicans
Aaron Gray,1000497,2010,2009,NOH,New Orleans Pelicans
Ike Diogu,884881,2010,2009,NOH,New Orleans Pelicans
Marcus Thornton,457888,2010,2009,NOH,New Orleans Pelicans
Jason Hart,69518,2010,2009,NOH,New Orleans Pelicans
Tracy McGrady,23239562,2010,2009,NYK,New York Knicks
Eddy Curry,10500423,2010,2009,NYK,New York Knicks
Al Harrington,10026875,2010,2009,NYK,New York Knicks
Cuttino Mobley,9500000,2010,2009,NYK,New York Knicks
David Lee,7000000,2010,2009,NYK,New York Knicks
Brian Cardinal,6750000,2010,2009,NYK,New York Knicks
Chris Duhon,6031800,2010,2009,NYK,New York Knicks
Danilo Gallinari,3089040,2010,2009,NYK,New York Knicks
Eddie House,2862000,2010,2009,NYK,New York Knicks
Sergio Rodriguez,1892035,2010,2009,NYK,New York Knicks
Wilson Chandler,1255440,2010,2009,NYK,New York Knicks
J.R. Giddens,1028880,2010,2009,NYK,New York Knicks
Toney Douglas,996240,2010,2009,NYK,New York Knicks
Jonathan Bender,801361,2010,2009,NYK,New York Knicks
Bill Walker,736420,2010,2009,NYK,New York Knicks
Etan Thomas,7350000,2010,2009,OKC,Oklahoma City Thunder
Earl Watson,6600000,2010,2009,OKC,Oklahoma City Thunder
Matt Harpring,6500000,2010,2009,OKC,Oklahoma City Thunder
Nick Collison,6250000,2010,2009,OKC,Oklahoma City Thunder
Nenad Krstic,5400000,2010,2009,OKC,Oklahoma City Thunder
Kevin Durant,4796880,2010,2009,OKC,Oklahoma City Thunder
James Harden,4054160,2010,2009,OKC,Oklahoma City Thunder
Russell Westbrook,3755640,2010,2009,OKC,Oklahoma City Thunder
Jeff Green,3516960,2010,2009,OKC,Oklahoma City Thunder
Thabo Sefolosha,2759628,2010,2009,OKC,Oklahoma City Thunder
Eric Maynor,1318920,2010,2009,OKC,Oklahoma City Thunder
Kevin Ollie,1306455,2010,2009,OKC,Oklahoma City Thunder
Serge Ibaka,1120200,2010,2009,OKC,Oklahoma City Thunder
Byron Mullens,1120200,2010,2009,OKC,Oklahoma City Thunder
D.J. White,1036440,2010,2009,OKC,Oklahoma City Thunder
Kyle Weaver,870968,2010,2009,OKC,Oklahoma City Thunder
Shaun Livingston,296695,2010,2009,OKC,Oklahoma City Thunder
Ryan Bowen,209592,2010,2009,OKC,Oklahoma City Thunder
Mike Wilks,175908,2010,2009,OKC,Oklahoma City Thunder
Rashard Lewis,18876000,2010,2009,ORL,Orlando Magic
Vince Carter,16300000,2010,2009,ORL,Orlando Magic
Dwight Howard,15202590,2010,2009,ORL,Orlando Magic
Jameer Nelson,6138888,2010,2009,ORL,Orlando Magic
Marcin Gortat,5854000,2010,2009,ORL,Orlando Magic
Mickael Pietrus,5300000,2010,2009,ORL,Orlando Magic
Brandon Bass,4000000,2010,2009,ORL,Orlando Magic
J.J. Redick,2839408,2010,2009,ORL,Orlando Magic
Anthony Johnson,2160000,2010,2009,ORL,Orlando Magic
Matt Barnes,1600000,2010,2009,ORL,Orlando Magic
Ryan Anderson,1317120,2010,2009,ORL,Orlando Magic
Adonal Foyle,1306455,2010,2009,ORL,Orlando Magic
Jason Williams,1306455,2010,2009,ORL,Orlando Magic
Elton Brand,14858471,2010,2009,PHI,Philadelphia 76ers
Andre Iguodala,12200000,2010,2009,PHI,Philadelphia 76ers
Samuel Dalembert,12025694,2010,2009,PHI,Philadelphia 76ers
Jason Kapono,6212960,2010,2009,PHI,Philadelphia 76ers
Louis Williams,4972500,2010,2009,PHI,Philadelphia 76ers
Willie Green,3682000,2010,2009,PHI,Philadelphia 76ers
Thaddeus Young,2105400,2010,2009,PHI,Philadelphia 76ers
Francisco Elson,1700000,2010,2009,PHI,Philadelphia 76ers
Marreese Speights,1658280,2010,2009,PHI,Philadelphia 76ers
Jrue Holiday,1514280,2010,2009,PHI,Philadelphia 76ers
Jason Smith,1418880,2010,2009,PHI,Philadelphia 76ers
Allen Iverson,1029794,2010,2009,PHI,Philadelphia 76ers
Rodney Carney,855189,2010,2009,PHI,Philadelphia 76ers
Jodie Meeks,650000,2010,2009,PHI,Philadelphia 76ers
Amar\'e Stoudemire,16378325,2010,2009,PHO,Phoenix Suns
Jason Richardson,13333333,2010,2009,PHO,Phoenix Suns
Steve Nash,13125000,2010,2009,PHO,Phoenix Suns
Leandro Barbosa,6600000,2010,2009,PHO,Phoenix Suns
Grant Hill,3000000,2010,2009,PHO,Phoenix Suns
Channing Frye,2000000,2010,2009,PHO,Phoenix Suns
Goran Dragic,1836000,2010,2009,PHO,Phoenix Suns
Earl Clark,1766280,2010,2009,PHO,Phoenix Suns
Robin Lopez,1745520,2010,2009,PHO,Phoenix Suns
Jared Dudley,1307640,2010,2009,PHO,Phoenix Suns
Sasha Pavlovic,1250000,2010,2009,PHO,Phoenix Suns
Jarron Collins,1181803,2010,2009,PHO,Phoenix Suns
Louis Amundson,855189,2010,2009,PHO,Phoenix Suns
Taylor Griffin,457588,2010,2009,PHO,Phoenix Suns
Jason Hart,451866,2010,2009,PHO,Phoenix Suns
Darius Miles,9000000,2010,2009,POR,Portland Trail Blazers
Marcus Camby,7650000,2010,2009,POR,Portland Trail Blazers
Joel Przybilla,6857725,2010,2009,POR,Portland Trail Blazers
Andre Miller,6730800,2010,2009,POR,Portland Trail Blazers
LaMarcus Aldridge,5844827,2010,2009,POR,Portland Trail Blazers
Greg Oden,5361240,2010,2009,POR,Portland Trail Blazers
Martell Webster,4344000,2010,2009,POR,Portland Trail Blazers
Brandon Roy,3910816,2010,2009,POR,Portland Trail Blazers
Jerryd Bayless,2143080,2010,2009,POR,Portland Trail Blazers
Juwan Howard,1306455,2010,2009,POR,Portland Trail Blazers
Rudy Fernandez,1165320,2010,2009,POR,Portland Trail Blazers
Nicolas Batum,1118760,2010,2009,POR,Portland Trail Blazers
Dante Cunningham,457588,2010,2009,POR,Portland Trail Blazers
Patrick Mills,457588,2010,2009,POR,Portland Trail Blazers
Jeff Pendergraph,457588,2010,2009,POR,Portland Trail Blazers
Shavlik Randolph,88488,2010,2009,POR,Portland Trail Blazers
Anthony Tolliver,51983,2010,2009,POR,Portland Trail Blazers
Larry Hughes,13655268,2010,2009,SAC,Sacramento Kings
Kenny Thomas,8775000,2010,2009,SAC,Sacramento Kings
Andres Nocioni,7500000,2010,2009,SAC,Sacramento Kings
Shareef Abdur-Rahim,6600000,2010,2009,SAC,Sacramento Kings
Beno Udrih,6031800,2010,2009,SAC,Sacramento Kings
Francisco Garcia,5800000,2010,2009,SAC,Sacramento Kings
Tyreke Evans,3610080,2010,2009,SAC,Sacramento Kings
Carl Landry,3000000,2010,2009,SAC,Sacramento Kings
Spencer Hawes,2332800,2010,2009,SAC,Sacramento Kings
Jason Thompson,2035920,2010,2009,SAC,Sacramento Kings
Mikki Moore,2000000,2010,2009,SAC,Sacramento Kings
Omri Casspi,1167000,2010,2009,SAC,Sacramento Kings
Donte Greene,1044000,2010,2009,SAC,Sacramento Kings
Sean May,884881,2010,2009,SAC,Sacramento Kings
Joey Dorsey,881000,2010,2009,SAC,Sacramento Kings
Ime Udoka,838034,2010,2009,SAC,Sacramento Kings
Dominic McGuire,825497,2010,2009,SAC,Sacramento Kings
Jon Brockman,457588,2010,2009,SAC,Sacramento Kings
Desmond Mason,76850,2010,2009,SAC,Sacramento Kings
Tim Duncan,22183220,2010,2009,SAS,San Antonio Spurs
Richard Jefferson,14200000,2010,2009,SAS,San Antonio Spurs
Tony Parker,12600000,2010,2009,SAS,San Antonio Spurs
Manu Ginobili,10728130,2010,2009,SAS,San Antonio Spurs
Antonio McDyess,4500000,2010,2009,SAS,San Antonio Spurs
Roger Mason,3780000,2010,2009,SAS,San Antonio Spurs
Matt Bonner,3240380,2010,2009,SAS,San Antonio Spurs
Michael Finley,2500000,2010,2009,SAS,San Antonio Spurs
George Hill,1081680,2010,2009,SAS,San Antonio Spurs
Ian Mahinmi,1079640,2010,2009,SAS,San Antonio Spurs
Keith Bogans,1033342,2010,2009,SAS,San Antonio Spurs
DeJuan Blair,850000,2010,2009,SAS,San Antonio Spurs
Marcus Haislip,825497,2010,2009,SAS,San Antonio Spurs
Malik Hairston,736420,2010,2009,SAS,San Antonio Spurs
Chris Bosh,15779912,2010,2009,TOR,Toronto Raptors 
Hedo Turkoglu,9000000,2010,2009,TOR,Toronto Raptors 
Jose Calderon,8219009,2010,2009,TOR,Toronto Raptors 
Andrea Bargnani,6527491,2010,2009,TOR,Toronto Raptors 
Reggie Evans,4960000,2010,2009,TOR,Toronto Raptors 
Marcus Banks,4553793,2010,2009,TOR,Toronto Raptors 
Jarrett Jack,4500000,2010,2009,TOR,Toronto Raptors 
Amir Johnson,3666666,2010,2009,TOR,Toronto Raptors 
DeMar DeRozan,2282640,2010,2009,TOR,Toronto Raptors 
Antoine Wright,2110550,2010,2009,TOR,Toronto Raptors 
Rasho Nesterovic,1990000,2010,2009,TOR,Toronto Raptors 
Patrick O\'Bryant,1620000,2010,2009,TOR,Toronto Raptors 
Marco Belinelli,1547640,2010,2009,TOR,Toronto Raptors 
Sonny Weems,736420,2010,2009,TOR,Toronto Raptors 
Pops Mensah-Bonsu,242793,2010,2009,TOR,Toronto Raptors 
Quincy Douby,85519,2010,2009,TOR,Toronto Raptors 
Andrei Kirilenko,16452000,2010,2009,UTA,Utah Jazz
Carlos Boozer,13520500,2010,2009,UTA,Utah Jazz
Deron Williams,12323900,2010,2009,UTA,Utah Jazz
Mehmet Okur,9000000,2010,2009,UTA,Utah Jazz
Paul Millsap,7692932,2010,2009,UTA,Utah Jazz
Kyle Korver,5155115,2010,2009,UTA,Utah Jazz
C.J. Miles,3700000,2010,2009,UTA,Utah Jazz
Ronnie Price,1250000,2010,2009,UTA,Utah Jazz
Kosta Koufos,1214040,2010,2009,UTA,Utah Jazz
Kyrylo Fesenko,870000,2010,2009,UTA,Utah Jazz
Wesley Matthews,457588,2010,2009,UTA,Utah Jazz
Sundiata Gaines,269169,2010,2009,UTA,Utah Jazz
Gilbert Arenas,16192080,2010,2009,WAS,Washington Wizards
Zydrunas Ilgauskas,11541074,2010,2009,WAS,Washington Wizards
Josh Howard,10890000,2010,2009,WAS,Washington Wizards
Mike Miller,9750000,2010,2009,WAS,Washington Wizards
Mike James,6466600,2010,2009,WAS,Washington Wizards
Randy Foye,3575761,2010,2009,WAS,Washington Wizards
Andray Blatche,3000000,2010,2009,WAS,Washington Wizards
Fabricio Oberto,2100000,2010,2009,WAS,Washington Wizards
Al Thornton,1900200,2010,2009,WAS,Washington Wizards
Nick Young,1714800,2010,2009,WAS,Washington Wizards
JaVale McGee,1496640,2010,2009,WAS,Washington Wizards
Javaris Crittenton,1477920,2010,2009,WAS,Washington Wizards
Earl Boykins,1191180,2010,2009,WAS,Washington Wizards
Quinton Ross,1033342,2010,2009,WAS,Washington Wizards
James Singleton,1030189,2010,2009,WAS,Washington Wizards
Paul Davis,80488,2010,2009,WAS,Washington Wizards
Mike Bibby,14983603,2009,2008,ATL,Atlanta Hawks
Joe Johnson,14232567,2009,2008,ATL,Atlanta Hawks
Josh Smith,10000000,2009,2008,ATL,Atlanta Hawks
Speedy Claxton,5757818,2009,2008,ATL,Atlanta Hawks
Marvin Williams,5636143,2009,2008,ATL,Atlanta Hawks
Al Horford,4026720,2009,2008,ATL,Atlanta Hawks
Zaza Pachulia,4000000,2009,2008,ATL,Atlanta Hawks
Maurice Evans,2500000,2009,2008,ATL,Atlanta Hawks
Acie Law,2071680,2009,2008,ATL,Atlanta Hawks
Ronald Murray,1500000,2009,2008,ATL,Atlanta Hawks
Solomon Jones,797581,2009,2008,ATL,Atlanta Hawks
Randolph Morris,797581,2009,2008,ATL,Atlanta Hawks
Thomas Gardner,711517,2009,2008,ATL,Atlanta Hawks
Mario West,711517,2009,2008,ATL,Atlanta Hawks
Othello Hunter,442114,2009,2008,ATL,Atlanta Hawks
Kevin Garnett,24751934,2009,2008,BOS,Boston Celtic
Ray Allen,18388430,2009,2008,BOS,Boston Celtic
Paul Pierce,18077903,2009,2008,BOS,Boston Celtic
Kendrick Perkins,4578880,2009,2008,BOS,Boston Celtic
Brian Scalabrine,3206897,2009,2008,BOS,Boston Celtic
Eddie House,2650000,2009,2008,BOS,Boston Celtic
Tony Allen,2500000,2009,2008,BOS,Boston Celtic
Rajon Rondo,1315080,2009,2008,BOS,Boston Celtic
J.R. Giddens,957120,2009,2008,BOS,Boston Celtic
Leon Powe,797581,2009,2008,BOS,Boston Celtic
Glen Davis,711517,2009,2008,BOS,Boston Celtic
Gabe Pruitt,711517,2009,2008,BOS,Boston Celtic
Bill Walker,542114,2009,2008,BOS,Boston Celtic
Brad Miller,11375000,2009,2008,CHI,Chicago Bulls
Kirk Hinrich,10000000,2009,2008,CHI,Chicago Bulls
Luol Deng,9385000,2009,2008,CHI,Chicago Bulls
Ben Gordon,6404750,2009,2008,CHI,Chicago Bulls
Jerome James,6200000,2009,2008,CHI,Chicago Bulls
Tim Thomas,6049400,2009,2008,CHI,Chicago Bulls
John Salmons,5104000,2009,2008,CHI,Chicago Bulls
Derrick Rose,4822800,2009,2008,CHI,Chicago Bulls
Tyrus Thomas,3749880,2009,2008,CHI,Chicago Bulls
Joakim Noah,2295480,2009,2008,CHI,Chicago Bulls
Lindsey Hunter,1143473,2009,2008,CHI,Chicago Bulls
Anthony Roberson,797581,2009,2008,CHI,Chicago Bulls
Aaron Gray,711517,2009,2008,CHI,Chicago Bulls
Demetris Nichols,87893,2009,2008,CHI,Chicago Bulls
Ben Wallace,14500000,2009,2008,CLE,Cleveland Caveliers
LeBron James,14410581,2009,2008,CLE,Cleveland Caveliers
Wally Szczerbiak,13775000,2009,2008,CLE,Cleveland Caveliers
Zydrunas Ilgauskas,10841615,2009,2008,CLE,Cleveland Caveliers
Mo Williams,8353000,2009,2008,CLE,Cleveland Caveliers
Eric Snow,7312500,2009,2008,CLE,Cleveland Caveliers
Anderson Varejao,5784480,2009,2008,CLE,Cleveland Caveliers
Sasha Pavlovic,4500000,2009,2008,CLE,Cleveland Caveliers
Delonte West,3850000,2009,2008,CLE,Cleveland Caveliers
Daniel Gibson,3700000,2009,2008,CLE,Cleveland Caveliers
J.J. Hickson,1329480,2009,2008,CLE,Cleveland Caveliers
Lorenzen Wright,1262275,2009,2008,CLE,Cleveland Caveliers
Tarence Kinsey,797581,2009,2008,CLE,Cleveland Caveliers
Darnell Jackson,450000,2009,2008,CLE,Cleveland Caveliers
Jawad Williams,244463,2009,2008,CLE,Cleveland Caveliers
Trey Johnson,187258,2009,2008,CLE,Cleveland Caveliers
Jason Kidd,21372000,2009,2008,DAL,Dallas Mavericks
Dirk Nowitzki,18077904,2009,2008,DAL,Dallas Mavericks
Erick Dampier,11553000,2009,2008,DAL,Dallas Mavericks
Josh Howard,9945000,2009,2008,DAL,Dallas Mavericks
Jason Terry,9196000,2009,2008,DAL,Dallas Mavericks
Jerry Stackhouse,7000000,2009,2008,DAL,Dallas Mavericks
Matt Carroll,5050000,2009,2008,DAL,Dallas Mavericks
Didier Ilunga-Mbenga,1971941,2009,2008,DAL,Dallas Mavericks
Antoine Wright,1800000,2009,2008,DAL,Dallas Mavericks
Devean George,1600000,2009,2008,DAL,Dallas Mavericks
Shawne Williams,1572960,2009,2008,DAL,Dallas Mavericks
Jose Barea,1500000,2009,2008,DAL,Dallas Mavericks
Ryan Hollins,972581,2009,2008,DAL,Dallas Mavericks
Keith McLeod,926678,2009,2008,DAL,Dallas Mavericks
Gerald Green,854957,2009,2008,DAL,Dallas Mavericks
Brandon Bass,826269,2009,2008,DAL,Dallas Mavericks
James Singleton,826269,2009,2008,DAL,Dallas Mavericks
Kenyon Martin,14431816,2009,2008,DEN,Denver Nuggets
Carmelo Anthony,14410581,2009,2008,DEN,Denver Nuggets
Chauncey Billups,11050000,2009,2008,DEN,Denver Nuggets
Nene,9680000,2009,2008,DEN,Denver Nuggets
J.R. Smith,4985001,2009,2008,DEN,Denver Nuggets
Steven Hunter,3862600,2009,2008,DEN,Denver Nuggets
Antonio McDyess,3000000,2009,2008,DEN,Denver Nuggets
Johan Petro,1939893,2009,2008,DEN,Denver Nuggets
Linas Kleiza,1824493,2009,2008,DEN,Denver Nuggets
Renaldo Balkman,1369920,2009,2008,DEN,Denver Nuggets
Anthony Carter,1147533,2009,2008,DEN,Denver Nuggets
Chris Andersen,998398,2009,2008,DEN,Denver Nuggets
Dahntay Jones,926678,2009,2008,DEN,Denver Nuggets
Sonny Weems,442114,2009,2008,DEN,Denver Nuggets
Juwan Howard,51976,2009,2008,DEN,Denver Nuggets
Allen Iverson,20840625,2009,2008,DET,Detroit Pistons
Rasheed Wallace,13930000,2009,2008,DET,Detroit Pistons
Richard Hamilton,10812500,2009,2008,DET,Detroit Pistons
Tayshaun Prince,9500000,2009,2008,DET,Detroit Pistons
Kwame Brown,4000000,2009,2008,DET,Detroit Pistons
Amir Johnson,3666667,2009,2008,DET,Detroit Pistons
Walter Herrmann,2000000,2009,2008,DET,Detroit Pistons
Jason Maxiell,1877572,2009,2008,DET,Detroit Pistons
Rodney Stuckey,1687320,2009,2008,DET,Detroit Pistons
Arron Afflalo,1015440,2009,2008,DET,Detroit Pistons
Antonio McDyess,950419,2009,2008,DET,Detroit Pistons
Will Bynum,711517,2009,2008,DET,Detroit Pistons
Walter Sharpe,442114,2009,2008,DET,Detroit Pistons
Tracy McGrady,20370437,2009,2008,HOU,Houston Rockets
Yao Ming,15070550,2009,2008,HOU,Houston Rockets
Metta World Peace,7400000,2009,2008,HOU,Houston Rockets
Shane Battier,6448900,2009,2008,HOU,Houston Rockets
Brian Cook,3500000,2009,2008,HOU,Houston Rockets
Luis Scola,3100667,2009,2008,HOU,Houston Rockets
Carl Landry,3000000,2009,2008,HOU,Houston Rockets
Jackie Butler,2552000,2009,2008,HOU,Houston Rockets
Luther Head,1962378,2009,2008,HOU,Houston Rockets
Brent Barry,1910000,2009,2008,HOU,Houston Rockets
Chuck Hayes,1768000,2009,2008,HOU,Houston Rockets
Justin Reed,1573000,2009,2008,HOU,Houston Rockets
Kyle Lowry,1163520,2009,2008,HOU,Houston Rockets
Aaron Brooks,1045560,2009,2008,HOU,Houston Rockets
Von Wafer,826269,2009,2008,HOU,Houston Rockets
Joey Dorsey,816500,2009,2008,HOU,Houston Rockets
Dikembe Mutombo,794491,2009,2008,HOU,Houston Rockets
Troy Murphy,10126984,2009,2008,IND,Indiana Pacers
Mike Dunleavy,9000000,2009,2008,IND,Indiana Pacers
Rasho Nesterovic,8400000,2009,2008,IND,Indiana Pacers
T.J. Ford,8000000,2009,2008,IND,Indiana Pacers
Marquis Daniels,6864200,2009,2008,IND,Indiana Pacers
Jamaal Tinsley,6750000,2009,2008,IND,Indiana Pacers
Jeff Foster,5500000,2009,2008,IND,Indiana Pacers
Danny Granger,2329805,2009,2008,IND,Indiana Pacers
Maceo Baston,2272860,2009,2008,IND,Indiana Pacers
Jarrett Jack,2002623,2009,2008,IND,Indiana Pacers
Eddie Jones,2000000,2009,2008,IND,Indiana Pacers
Brandon Rush,1799160,2009,2008,IND,Indiana Pacers
Travis Diener,1620000,2009,2008,IND,Indiana Pacers
Roy Hibbert,1465400,2009,2008,IND,Indiana Pacers
Stephen Graham,826269,2009,2008,IND,Indiana Pacers
Josh McRoberts,711517,2009,2008,IND,Indiana Pacers
Zach Randolph,14666667,2009,2008,LAC,Los Angeles Clippers
Baron Davis,11250000,2009,2008,LAC,Los Angeles Clippers
Marcus Camby,10000000,2009,2008,LAC,Los Angeles Clippers
Chris Kaman,9500000,2009,2008,LAC,Los Angeles Clippers
Eric Gordon,2623200,2009,2008,LAC,Los Angeles Clippers
Jason Hart,2484000,2009,2008,LAC,Los Angeles Clippers
Ricky Davis,2300000,2009,2008,LAC,Los Angeles Clippers
Al Thornton,1776240,2009,2008,LAC,Los Angeles Clippers
Jason Williams,1262275,2009,2008,LAC,Los Angeles Clippers
Brian Skinner,1262275,2009,2008,LAC,Los Angeles Clippers
Mardy Collins,1034760,2009,2008,LAC,Los Angeles Clippers
Steve Novak,797581,2009,2008,LAC,Los Angeles Clippers
Cheikh Samb,797581,2009,2008,LAC,Los Angeles Clippers
Alex Acker,711517,2009,2008,LAC,Los Angeles Clippers
Fred Jones,622531,2009,2008,LAC,Los Angeles Clippers
DeAndre Jordan,550000,2009,2008,LAC,Los Angeles Clippers
Mike Taylor,500000,2009,2008,LAC,Los Angeles Clippers
Paul Davis,328416,2009,2008,LAC,Los Angeles Clippers
Hassan Adams,297163,2009,2008,LAC,Los Angeles Clippers
Kobe Bryant,21262500,2009,2008,LAL,Los Angeles Lakers
Pau Gasol,15106000,2009,2008,LAL,Los Angeles Lakers
Lamar Odom,14148596,2009,2008,LAL,Los Angeles Lakers
Derek Fisher,4700000,2009,2008,LAL,Los Angeles Lakers
Sasha Vujacic,4524887,2009,2008,LAL,Los Angeles Lakers
Luke Walton,4420000,2009,2008,LAL,Los Angeles Lakers
Adam Morrison,4159200,2009,2008,LAL,Los Angeles Lakers
Trevor Ariza,3100000,2009,2008,LAL,Los Angeles Lakers
Andrew Bynum,2769300,2009,2008,LAL,Los Angeles Lakers
Jordan Farmar,1080000,2009,2008,LAL,Los Angeles Lakers
Didier Ilunga-Mbenga,880658,2009,2008,LAL,Los Angeles Lakers
Josh Powell,854957,2009,2008,LAL,Los Angeles Lakers
Shannon Brown,797581,2009,2008,LAL,Los Angeles Lakers
Sun Yue,442114,2009,2008,LAL,Los Angeles Lakers
Antoine Walker,8854475,2009,2008,MEM,Memphis Grizzlies
Darko Milicic,7020000,2009,2008,MEM,Memphis Grizzlies
Marko Jaric,6575000,2009,2008,MEM,Memphis Grizzlies
Greg Buckner,4010005,2009,2008,MEM,Memphis Grizzlies
O.J. Mayo,3875040,2009,2008,MEM,Memphis Grizzlies
Mike Conley,3630480,2009,2008,MEM,Memphis Grizzlies
Marc Gasol,3093333,2009,2008,MEM,Memphis Grizzlies
Steve Francis,2636550,2009,2008,MEM,Memphis Grizzlies
Rudy Gay,2579400,2009,2008,MEM,Memphis Grizzlies
Chris Mihm,2500000,2009,2008,MEM,Memphis Grizzlies
Damon Stoudamire,2325000,2009,2008,MEM,Memphis Grizzlies
Hakim Warrick,2119102,2009,2008,MEM,Memphis Grizzlies
Hamed Haddadi,1572221,2009,2008,MEM,Memphis Grizzlies
Adonal Foyle,1262275,2009,2008,MEM,Memphis Grizzlies
Mike Wilks,998398,2009,2008,MEM,Memphis Grizzlies
Darrell Arthur,977160,2009,2008,MEM,Memphis Grizzlies
Quinton Ross,854957,2009,2008,MEM,Memphis Grizzlies
Darius Miles,704752,2009,2008,MEM,Memphis Grizzlies
Shaun Livingston,370000,2009,2008,MEM,Memphis Grizzlies
Michael Redd,15780000,2009,2008,MIL,Milwaukee Bucks
Richard Jefferson,13200000,2009,2008,MIL,Milwaukee Bucks
Luke Ridnour,6500000,2009,2008,MIL,Milwaukee Bucks
Andrew Bogut,6294310,2009,2008,MIL,Milwaukee Bucks
Dan Gadzuric,6250195,2009,2008,MIL,Milwaukee Bucks
Damon Jones,4460186,2009,2008,MIL,Milwaukee Bucks
Charlie Villanueva,3448050,2009,2008,MIL,Milwaukee Bucks
Charlie Bell,3354480,2009,2008,MIL,Milwaukee Bucks
Keith Bogans,2565000,2009,2008,MIL,Milwaukee Bucks
Joe Alexander,2403120,2009,2008,MIL,Milwaukee Bucks
Adrian Griffin,1711000,2009,2008,MIL,Milwaukee Bucks
Francisco Elson,1700000,2009,2008,MIL,Milwaukee Bucks
Malik Allen,1300000,2009,2008,MIL,Milwaukee Bucks
Luc Mbah a Moute,757000,2009,2008,MIL,Milwaukee Bucks
Ramon Sessions,722517,2009,2008,MIL,Milwaukee Bucks
Austin Croshere,527185,2009,2008,MIL,Milwaukee Bucks
Eddie Gill,387613,2009,2008,MIL,Milwaukee Bucks
Al Jefferson,11000000,2009,2008,MIN,Minnesota Timberwolves
Mike Miller,9028575,2009,2008,MIN,Minnesota Timberwolves
Juwan Howard,7375500,2009,2008,MIN,Minnesota Timberwolves
Brian Cardinal,6300000,2009,2008,MIN,Minnesota Timberwolves
Jason Collins,6200000,2009,2008,MIN,Minnesota Timberwolves
Ryan Gomes,3650000,2009,2008,MIN,Minnesota Timberwolves
Shelden Williams,3395760,2009,2008,MIN,Minnesota Timberwolves
Kevin Love,3163680,2009,2008,MIN,Minnesota Timberwolves
Randy Foye,2815560,2009,2008,MIN,Minnesota Timberwolves
Corey Brewer,2725920,2009,2008,MIN,Minnesota Timberwolves
Mark Madsen,2630000,2009,2008,MIN,Minnesota Timberwolves
Craig Smith,2500000,2009,2008,MIN,Minnesota Timberwolves
Sebastian Telfair,2300000,2009,2008,MIN,Minnesota Timberwolves
Rodney Carney,1655760,2009,2008,MIN,Minnesota Timberwolves
Kevin Ollie,1262275,2009,2008,MIN,Minnesota Timberwolves
Bobby Brown,442114,2009,2008,MIN,Minnesota Timberwolves
Vince Carter,14724125,2009,2008,NJN,Brooklyn Nets
Bobby Simmons,10602667,2009,2008,NJN,Brooklyn Nets
Devin Harris,7800000,2009,2008,NJN,Brooklyn Nets
Stromile Swift,6200000,2009,2008,NJN,Brooklyn Nets
Trenton Hassell,4350000,2009,2008,NJN,Brooklyn Nets
Keyon Dooling,3300000,2009,2008,NJN,Brooklyn Nets
Eduardo Najera,3250000,2009,2008,NJN,Brooklyn Nets
Yi Jianlian,2986080,2009,2008,NJN,Brooklyn Nets
Brook Lopez,2098560,2009,2008,NJN,Brooklyn Nets
Jarvis Hayes,1910000,2009,2008,NJN,Brooklyn Nets
Sean Williams,1522920,2009,2008,NJN,Brooklyn Nets
Ryan Anderson,1225200,2009,2008,NJN,Brooklyn Nets
Josh Boone,1212120,2009,2008,NJN,Brooklyn Nets
Maurice Ager,1042440,2009,2008,NJN,Brooklyn Nets
Chris Douglas-Roberts,442411,2009,2008,NJN,Brooklyn Nets
Peja Stojakovic,12528000,2009,2008,NOH,New Orleans Pelicans
Tyson Chandler,11350000,2009,2008,NOH,New Orleans Pelicans
David West,9862500,2009,2008,NOH,New Orleans Pelicans
Antonio Daniels,6200000,2009,2008,NOH,New Orleans Pelicans
Morris Peterson,5592240,2009,2008,NOH,New Orleans Pelicans
James Posey,5585000,2009,2008,NOH,New Orleans Pelicans
Chris Paul,4574189,2009,2008,NOH,New Orleans Pelicans
Rasual Butler,3630000,2009,2008,NOH,New Orleans Pelicans
Hilton Armstrong,2032800,2009,2008,NOH,New Orleans Pelicans
Julian Wright,1869600,2009,2008,NOH,New Orleans Pelicans
Ryan Bowen,1141838,2009,2008,NOH,New Orleans Pelicans
Sean Marks,1141838,2009,2008,NOH,New Orleans Pelicans
Devin Brown,998398,2009,2008,NOH,New Orleans Pelicans
Melvin Ely,998398,2009,2008,NOH,New Orleans Pelicans
Anthony Tolliver,26007,2009,2008,NOH,New Orleans Pelicans
Stephon Marbury,20840625,2009,2008,NYK,New York Knicks
Larry Hughes,12827676,2009,2008,NYK,New York Knicks
Eddy Curry,9723983,2009,2008,NYK,New York Knicks
Al Harrington,9226250,2009,2008,NYK,New York Knicks
Cuttino Mobley,9100000,2009,2008,NYK,New York Knicks
Quentin Richardson,8685500,2009,2008,NYK,New York Knicks
Chris Wilcox,6750000,2009,2008,NYK,New York Knicks
Jared Jeffries,6049400,2009,2008,NYK,New York Knicks
